work_id,old_id,creator,type,type_num,language,commentary,note,created,created_by,last_modified,last_modified_by
W0281,PS00505,AG0626,PS,00505,en,,,2018-11-04,WH,2020-04-05,DP
W0282,PS00506,AG0626,PS,00506,en,,,2018-11-04,WH,2020-04-05,DP
W0283,PS00507,AG0626,PS,00507,en,,,2018-11-04,WH,2020-04-05,DP
W0284,PS00508,AG0626,PS,00508,en,,,2018-11-04,WH,2020-04-05,DP
W0285,PS00633,AG0626,PS,00633,en,,,2018-11-04,WH,2020-04-05,DP
W0286,PS00509,AG0626,PS,00509,en,,,2018-11-04,WH,2020-04-05,DP
W0287,PS00510,AG0108,PS,00510,en,,,2018-11-04,WH,2020-04-05,DP
W0288,PS00511,AG0626,PS,00511,en,,,2018-11-04,WH,2020-04-05,DP
W0289,PS00512,AG0626,PS,00512,en,,,2018-11-04,WH,2020-04-05,DP
W0290,PS00513,AG0626,PS,00513,en,,,2018-11-04,WH,2020-04-05,DP
W0291,PS00514,AG0507,PS,00514,en,,,2018-11-04,WH,2020-04-05,DP
W0292,PS00515,AG0508,PS,00515,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0293,PS00516,AG0626,PS,00516,en,,,2018-11-04,WH,2020-04-05,DP
W0294,PS00517,AG0509,PS,00517,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0295,PS00518,AG0626,PS,00518,en,,,2018-11-04,WH,2020-04-05,DP
W0296,PS00519,AG0626,PS,00519,en,,,2018-11-04,WH,2020-04-05,DP
W0297,PS00520,AG0626,PS,00520,en,,,2018-11-04,WH,2020-04-05,DP
W0298,PS00521,AG0626,PS,00521,en,,,2018-11-04,WH,2020-04-05,DP
W0299,PS00522,AG0626,PS,00522,en,,,2018-11-04,WH,2020-04-05,DP
W0300,PS00523,AG0626,PS,00523,en,,,2018-11-04,WH,2020-04-05,DP
W0301,PS00524,AG0626,PS,00524,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0302,PS00525,AG0262,PS,00525,en,,,2018-11-04,WH,2020-04-05,DP
W0303,PS00526,AG0640,PS,00526,en,,,2018-11-04,WH,2020-04-05,DP
W0304,PS00527,AG0641,PS,00527,en,,,2018-11-04,WH,2020-04-05,DP
W0305,PS00528,AG0515,PS,00528,en,,,2018-11-04,WH,2020-04-05,DP
W0306,PS00529,AG0626,PS,00529,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0307,PS00530,AG0626,PS,00530,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0308,PS00531,AG0626,PS,00531,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0309,PS00532,AG0520,PS,00532,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0310,PS00533,AG0521,PS,00533,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0311,PS00534,AG0522,PS,00534,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0312,PS00535,AG0536,PS,00535,en,,,2018-11-09,WH,2020-04-05,DP
W0313,PS00536,AG0626,PS,00536,en,,,2018-11-09,WH,2020-04-05,DP
W0314,PS00537,AG0626,PS,00537,en,,,2018-11-09,WH,2020-04-05,DP
W0315,PS00538,AG0626,PS,00538,en,,,2018-11-09,WH,2020-04-05,DP
W0316,PS00539,AG0626,PS,00539,en,,,2018-11-09,WH,2020-04-05,DP
W0317,PS00540,AG0626,PS,00540,en,,,2018-11-09,WH,2020-04-05,DP
W0318,PS00541,AG0626,PS,00541,en,,,2018-11-09,WH,2020-04-05,DP
W0319,PS00542,AG0351,PS,00542,en,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0320,PS00543,AG0626,PS,00543,en,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0321,PS00544,AG0626,PS,00544,en,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0322,PS00545,AG0626,PS,00545,en,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0323,PS00546,AG0626,PS,00546,en,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0324,PS00547,AG0544,PS,00547,en,,,2018-11-13,WH,2020-04-05,DP
W0325,PS00548,AG0649,PS,00548,en,,,2018-11-14,WH,2020-04-05,DP
W0326,PS00549,AG0626,PS,00549,en,,,2018-11-14,WH,2020-04-05,DP
W0327,PS00550,AG0545,PS,00550,en,,,2018-11-14,WH,2020-04-05,DP
W0328,PS00551,AG0626,PS,00551,en,Translated by project member.,,2018-11-15,WH,2020-04-05,DP
W0329,PS00552,AG0650,PS,00552,en,Translated by project member.,,2018-11-15,WH,2020-04-05,DP
W0330,PS00553,AG0009,PS,00553,en,,,2018-11-15,WH,2020-04-05,DP
W0331,PS00554,AG0550,PS,00554,en,,,2018-11-16,WH,2020-04-05,DP
W0332,PS00555,AG0157,PS,00555,en,It is a collection of works from AG0157 and AG0444.,,2018-11-16,WH,2020-04-05,DP
W0333,PS00556,AG0626,PS,00556,en,Translated by project member.,,2018-11-16,WH,2020-04-05,DP
W0334,PS00557,AG0626,PS,00557,en,,,2018-11-24,WH,2020-04-05,DP
W0335,PS00558,AG0651,PS,00558,en,,,2018-11-24,WH,2020-04-05,DP
W0336,PS00559,AG0652,PS,00559,en,,,2018-11-24,WH,2020-04-05,DP
W0337,PS00560,AG0626,PS,00560,en,,,2018-11-24,WH,2020-04-05,DP
W0338,PS00561,AG0626,PS,00561,en,,,2018-11-24,WH,2020-04-05,DP
W0339,PS00562,AG0626,PS,00562,en,,,2018-11-25,WH,2020-04-05,DP
W0340,PS00563,AG0431,PS,00563,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0341,PS00564,AG0653,PS,00564,en,,,2018-11-25,WH,2020-04-05,DP
W0342,PS00565,AG0626,PS,00565,en,,,2018-11-25,WH,2020-04-05,DP
W0343,PS00566,AG0626,PS,00566,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0344,PS00567,AG0626,PS,00567,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0345,PS00568,AG0626,PS,00568,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0346,PS00569,AG0626,PS,00569,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0347,PS00570,AG0626,PS,00570,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0348,PS00571,AG0626,PS,00571,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0349,PS00572,AG0150,PS,00572,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0350,PS00573,AG0562,PS,00573,en,Translated by project member.,,2018-12-15,WH,2020-04-05,DP
W0351,PS00574,AG0563,PS,00574,en,Translated by project member.,,2018-12-15,WH,2020-04-05,DP
W0352,PS00575,AG0564,PS,00575,en,Translated by project member.,,2018-12-16,WH,2020-04-05,DP
W0353,PS00576,AG0565,PS,00576,en,Translated by project member.,,2018-12-16,WH,2020-04-05,DP
W0354,PS00577,AG0567,PS,00577,en,Another author is AG0568.,,2018-12-17,WH,2020-04-05,DP
W0355,PS00578,AG0569,PS,00578,en,,,2018-12-22,WH,2020-04-05,DP
W0356,PS00579,AG0570,PS,00579,en,Another author is AG0571. Translated by project member.,,2018-12-22,WH,2020-04-05,DP
W0357,PS00580,AG0575,PS,00580,en,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0358,PS00581,AG0576,PS,00581,en,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0359,PS00582,AG0578,PS,00582,en,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0360,PS00583,AG0115,PS,00583,en,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0361,PS00584,AG0579,PS,00584,en,,,2019-01-25,WH,2020-04-05,DP
W0362,PS00585,AG0579,PS,00585,en,Translated by project member.,,2019-01-26,WH,2020-04-05,DP
W0363,PS00586,AG0580,PS,00586,en,Translated by project member.,,2019-01-26,WH,2020-04-05,DP
W0364,PS00587,AG0583,PS,00587,en,,,2019-01-28,WH,2020-04-05,DP
W0365,PS00588,AG0018,PS,00588,en,Translated by project member.,,2019-01-29,WH,2020-04-05,DP
W0366,PS00589,AG0134,PS,00589,en,Translated by project member. The manuscript of this book was burned as firewood by the author’s mother.,,2019-02-17,WH,2020-04-05,DP
W0367,PS00590,AG0586,PS,00590,en,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0368,PS00591,AG0590,PS,00591,en,,,2019-02-17,WH,2020-04-05,DP
W0369,PS00592,AG0591,PS,00592,en,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0370,PS00593,AG0592,PS,00593,en,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0371,PS00594,AG0012,PS,00594,en,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0372,PS00595,AG0012,PS,00595,en,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0373,PS00596,AG0012,PS,00596,en,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0374,PS00597,AG0592,PS,00597,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0375,PS00598,AG0593,PS,00598,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0376,PS00599,AG0594,PS,00599,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0377,PS00620,AG0495,PS,00620,en,,,2018-12-11,MG,2020-04-05,DP
W0378,PS00600,AG0443,PS,00600,fr,Written in 1918,,2019-02-04,MG,2020-04-05,DP
W0379,PS00621,AG0494,PS,00621,zh,,,2018-12-11,MG,2020-04-05,DP
W0380,PS00602,AG0493,PS,00602,zh,,,2018-12-11,MG,2020-04-05,DP
W0381,PS00622,AG0608,PS,00622,en,,,2019-02-11,MG,2020-04-05,DP
W0382,PS00603,AG0491,PS,00603,en,Translated by project member,,2018-12-15,MG,2020-04-05,DP
W0383,PS00623,AG0609,PS,00623,zh,Semi-overt distribution in China,,2019-02-11,MG,2020-04-05,DP
W0384,PS00624,AG0490,PS,00624,zh,earlier editions were published in Taipei,,2018-12-12,MG,2020-04-05,DP
W0385,PS00604,AG0613,PS,00604,en,big character poster,,2019-02-18,LH,2020-04-05,DP
W0386,PS00605,AG0488,PS,00605,en,,,2018-12-12,MG,2020-04-05,DP
W0387,PS00625,AG0615,PS,00625,en,,,2019-02-18,LH,2020-04-05,DP
W0388,PS00606,AG0483,PS,00606,en,,,2018-12-12,MG,2020-04-05,DP
W0389,PS00626,AG0616,PS,00626,en,,,2019-03-08,MG,2020-04-05,DP
W0390,PS00607,AG0483,PS,00607,en,,,2018-12-12,MG,2020-04-05,DP
W0391,PS00627,AG0618,PS,00627,en,,,2019-03-09,MG,2020-04-05,DP
W0392,PS00608,AG0482,PS,00608,en,,,2018-12-12,MG,2020-04-05,DP
W0393,PS00628,AG0619,PS,00628,en,,,2019-03-09,MG,2020-04-05,DP
W0394,PS00629,AG0251,PS,00629,zh,,,2018-12-15,MG,2020-04-05,DP
W0395,PS00609,AG0620,PS,00609,en,,,2019-03-09,MG,2020-04-05,DP
W0396,PS00630,AG0481,PS,00630,zh,The word ‘Tongzhi’ was added to the work name after ‘Mao Zedong’ on the first Chinese edition.,,2018-12-15,MG,2020-04-05,DP
W0397,PS00610,AG0620,PS,00610,en,This article was published as a capital of his collection.,,2019-03-08,MG,2020-04-05,DP
W0398,PS00631,AG0496,PS,00631,ru,,,2019-05-02,WH,2020-04-05,DP
W0399,PS00611,AG0006,PS,00611,zh,,,2019-03-09,MG,2020-04-05,DP
W0400,PS00612,AG0497,PS,00612,zh,,,2018-12-15,MG,2020-04-05,DP
W0401,PS00613,AG0626,PS,00613,en,,,2019-01-31,LH,2020-04-05,DP
W0402,PS00614,AG0150,PS,00614,zh,,,2018-12-30,MG,2020-04-05,DP
W0403,PS00615,AG0150,PS,00615,en,,,2018-12-30,MG,2020-04-05,DP
W0404,PS00616,AG0150,PS,00616,zh,,,2018-12-30,MG,2020-04-05,DP
W0405,PS00617,AG0150,PS,00617,zh,,,2018-12-30,MG,2020-04-05,DP
W0406,PS00700,AG0597,PS,00700,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0407,PS00701,AG0225,PS,00701,en,,,2019-02-24,WH,2020-04-05,DP
W0408,PS00702,AG0598,PS,00702,en,,,2019-02-24,WH,2020-04-05,DP
W0409,PS00703,AG0600,PS,00703,fr,Translated from French by AG0091.,,2019-02-24,WH,2020-04-05,DP
W0410,PS00704,AG0603,PS,00704,en,,,2019-02-24,WH,2020-04-05,DP
W0411,PS00705,AG0603,PS,00705,en,,,2019-02-24,WH,2020-04-05,DP
W0412,PS00706,AG0604,PS,00706,en,This work was possibly written by him. The Chinese title is translated by project member.,,2019-02-24,WH,2020-04-05,DP
W0413,PS00707,AG0605,PS,00707,en,,,2019-03-08,LH,2020-04-05,DP
W0414,PS09999,AG0626,PS,09999,en,,,2018-04-10,MG,2020-04-05,DP
W0415,PS00708,AG0626,PS,00708,zh,,,2019-06-04,WH,2020-04-05,DP
W0416,PS00709,AG0286,PS,00709,en,The title is probably a typo: 普希金诗抄.,,2019-06-06,WH,2020-04-05,DP
W0417,PS00710,AG0654,PS,00710,en,,,2019-06-16,WH,2020-04-05,DP
W0418,SS00003,AG0062,SS,00003,en,,,2017-07-12,OS,2020-04-05,DP
W0419,SS00005,AG0103,SS,00005,zh,,,2017-07-12,OS,2020-04-05,DP
W0420,SS00006,AG0020,SS,00006,en,,,2017-07-12,OS,2020-04-05,DP
W0421,SS00007,AG0103,SS,00007,zh,,,2017-07-12,OS,2020-04-05,DP
W0422,SS00009,AG0017,SS,00009,en,,,2017-07-12,OS,2020-04-05,DP
W0423,SS00011,AG0104,SS,00011,zh,,,2017-07-12,OS,2020-04-05,DP
W0424,SS00012,AG0105,SS,00012,zh,,,2017-07-12,OS,2020-04-05,DP
W0425,SS00014,AG0106,SS,00014,en,,,2017-07-19,LH,2020-04-05,DP
W0426,SS00026,AG0113,SS,00026,en,The text is about the author's experience in Fishing grounds while checking out the May 16th components (清查五一六分子) happened. The author was afraid of being categorized as May 16th components by his supervisor.,,2017-07-27,LH,2020-04-05,DP
W0427,SS00027,AG0057,SS,00027,en,,,2017-07-27,LH,2020-04-05,DP
W0428,SS00029,AG0029,SS,00029,en,Translated by Project Member,,2017-07-28,LH,2020-04-05,DP
W0429,SS00030,AG0114,SS,00030,en,In this book Zhang Yang relates how he wrote and rewrote his shouchao novel The Second Handshake. He thus also relates his imprisonment and other experiences during the CR (also includes childhood and time after the CR),,2017-08-01,LH,2020-04-05,DP
W0430,SS00043,AG0117,SS,00043,en,Translated by project member,,2017-08-08,MG,2020-04-05,DP
W0431,SS00044,AG0009,SS,00044,en,,,2017-08-07,MG,2020-04-05,DP
W0432,SS00045,AG0120,SS,00045,en,,,2017-08-11,MG,2020-04-05,DP
W0433,SS00061,AG0127,SS,00061,en,,,2017-09-06,CW,2020-04-05,DP
W0434,SS00075,AG0130,SS,00075,en,,,2017-09-22,MG,2020-04-05,DP
W0435,SS00108,AG0156,SS,00108,en,,,2017-10-09,MG,2020-04-05,DP
W0436,SS00109,AG0031,SS,00109,en,,,2017-10-09,MG,2020-04-05,DP
W0437,SS00110,AG0121,SS,00110,en,Translated by project member,,2017-11-08,MG,2020-04-05,DP
W0438,SS00111,AG0123,SS,00111,en,Translated by project member,,2017-11-08,MG,2020-04-05,DP
W0439,SS00112,AG0003,SS,00112,en,,,2017-12-13,MG,2020-04-05,DP
W0440,SS00113,AG0061,SS,00113,de,,,2017-12-13,MG,2020-04-05,DP
W0441,SS00114,AG0010,SS,00114,en,,,2017-12-13,MG,2020-04-05,DP
W0442,SS00115,AG0120,SS,00115,en,,,2017-12-13,MG,2020-04-05,DP
W0443,SS00116,AG0033,SS,00116,en,,,2017-12-13,MG,2020-04-05,DP
W0444,SS00117,AG0058,SS,00117,en,,,2017-12-13,MG,2020-04-05,DP
W0445,SS00118,AG0035,SS,00118,en,,,2017-12-13,MG,2020-04-05,DP
W0446,SS00119,AG0041,SS,00119,en,,,2017-12-13,MG,2020-04-05,DP
W0447,SS00120,AG0045,SS,00120,en,,,2017-12-13,MG,2020-04-05,DP
W0448,SS00123,AG0073,SS,00123,en,,,2017-12-17,MG,2020-04-05,DP
W0449,SS00124,AG0171,SS,00124,en,,,2017-12-23,OS,2020-04-05,DP
W0450,SS00127,AG0016,SS,00127,en,,,2017-12-29,OS,2020-04-05,DP
W0451,SS00128,AG0063,SS,00128,en,,,2017-12-29,OS,2020-04-05,DP
W0452,SS00129,AG0172,SS,00129,en,,,2017-12-29,OS,2020-04-05,DP
W0453,SS00130,AG0048,SS,00130,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0454,SS00131,AG0188,SS,00131,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0455,SS00133,AG0051,SS,00133,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0456,SS00134,AG0189,SS,00134,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0457,SS00135,AG0039,SS,00135,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0458,SS00136,AG0190,SS,00136,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0459,SS00137,AG0049,SS,00137,en,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0460,SS00138,AG0187,SS,00138,en,,,2018-01-03,OS,2020-04-05,DP
W0461,SS00139,AG0173,SS,00139,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0462,SS00140,AG0175,SS,00140,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0463,SS00141,AG0176,SS,00141,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0464,SS00142,AG0177,SS,00142,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0465,SS00143,AG0178,SS,00143,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0466,SS00144,AG0179,SS,00144,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0467,SS00145,AG0182,SS,00145,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0468,SS00146,AG0184,SS,00146,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0469,SS00147,AG0185,SS,00147,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0470,SS00148,AG0186,SS,00148,en,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0471,SS00149,AG0115,SS,00149,en,Translated by project member,,2018-01-08,MG,2020-04-05,DP
W0472,SS00150,AG0043,SS,00150,en,Translated by project member,,2018-01-10,MG,2020-04-05,DP
W0473,SS00151,AG0072,SS,00151,en,,,2018-01-10,MG,2020-04-05,DP
W0474,SS00152,AG0124,SS,00152,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0475,SS00153,AG0116,SS,00153,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0476,SS00154,AG0118,SS,00154,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0477,SS00155,AG0011,SS,00155,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0478,SS00156,AG0191,SS,00156,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0479,SS00157,AG0125,SS,00157,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0480,SS00158,AG0018,SS,00158,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0481,SS00159,AG0192,SS,00159,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0482,SS00160,AG0134,SS,00160,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0483,SS00161,AG0193,SS,00161,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0484,SS00162,AG0194,SS,00162,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0485,SS00163,AG0122,SS,00163,en,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0486,SS00185,AG0003,SS,00185,en,Translated by project member,,2018-01-24,OS,2020-04-05,DP
W0487,SS00189,AG0009,SS,00189,en,Translated by project member,,2018-01-25,OS,2020-04-05,DP
W0488,SS00190,AG0195,SS,00190,en,Translated by project member,,2018-01-25,OS,2020-04-05,DP
W0489,SS00192,AG0196,SS,00192,en,,,2018-01-25,OS,2020-04-05,DP
W0490,SS00170,AG0197,SS,00170,en,,,2018-02-01,OS,2020-04-05,DP
W0491,SS00193,AG0118,SS,00193,en,the 2nd part of the title is a reference to a poem by Baudelaire. Translated by project member,,2018-02-02,OS,2020-04-05,DP
W0492,SS00195,AG0002,SS,00195,en,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0493,SS00196,AG0120,SS,00196,en,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0494,SS00197,AG0105,SS,00197,en,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0495,SS00205,AG0214,SS,00205,en,,,2018-02-06,OS,2020-04-05,DP
W0496,SS00206,AG0221,SS,00206,en,,,2018-02-13,OS,2020-04-05,DP
W0497,SS00207,AG0239,SS,00207,en,Translated by project member,,2018-02-19,MG,2020-04-05,DP
W0498,SS00208,AG0250,SS,00208,en,,,2018-02-27,OS,2020-04-05,DP
W0499,SS00209,AG0252,SS,00209,en,,,2018-02-27,OS,2020-04-05,DP
W0500,SS00210,AG0242,SS,00210,en,,,2018-02-16,OS,2020-04-05,DP
W0501,SS00238,AG0011,SS,00238,en,徐浩渊 writes about her experience as a Zhiqing in Baiyangdian; Translated by project member,,2018-02-21,MG,2020-04-05,DP
W0502,SS00239,AG0069,SS,00239,en,Interview with 蒋定粤 about her experience with 太阳纵队; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0503,SS00240,AG0105,SS,00240,en,Interview with徐晓 about her experience during 文革; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0504,SS00241,AG0113,SS,00241,en,黄晓龙 wrote about his experience during 文革 in Chongqing; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0505,SS00242,AG0173,SS,00242,en,texts from 方子奋 about his ten years experience in prison; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0506,SS00243,AG0173,SS,00243,en,texts from 方子奋 about his ten years experience in prison; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0507,SS00244,AG0175,SS,00244,en,戴为伟 wrote about her childhood and her mother’s experience; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0508,SS00245,AG0183,SS,00245,en,by 马文蔚 about 九一三; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0509,SS00246,AG0033,SS,00246,en,周孜仁 wrote it about 九一三; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0510,SS00247,AG0104,SS,00247,en,http://www.51papers.com/lw/70/26/wz218111.htm; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0511,SS00248,AG0257,SS,00248,en,,,2018-03-06,MG,2020-04-05,DP
W0512,SS00268,AG0282,SS,00268,en,,,2018-03-17,MG,2020-04-05,DP
W0513,SS00269,AG0291,SS,00269,en,,,2018-03-27,MG,2020-04-05,DP
W0514,SS00270,AG0310,SS,00270,en,Translated by project member,,2018-04-09,MG,2020-04-05,DP
W0515,SS00271,AG0033,SS,00271,en,周孜仁 recalled his father.,,2018-05-03,WH,2020-04-05,DP
W0516,SS00272,AG0324,SS,00272,en,Translated by project member,,2018-05-15,MG,2020-04-05,DP
W0517,SS00249,AG0343,SS,00249,en,,,2018-05-29,MG,2020-04-05,DP
W0518,SS00250,AG0369,SS,00250,en,,,2018-06-19,MG,2020-04-05,DP
W0519,SS00251,AG0373,SS,00251,en,,,2018-06-25,MG,2020-04-05,DP
W0520,SS00252,AG0374,SS,00252,en,Translated by project member,,2018-06-26,MG,2020-04-05,DP
W0521,SS00253,AG0430,SS,00253,en,Translated by project member,,2018-07-10,MG,2020-04-05,DP
W0522,SS00254,AG0431,SS,00254,en,Translated by project member,,2018-07-10,MG,2020-04-05,DP
W0523,SS00255,AG0506,SS,00255,en,,,2018-10-16,LH,2020-04-05,DP
W0524,SS00256,AG0468,SS,00256,en,Translated by project member,,2018-11-18,MG,2020-04-05,DP
W0525,SS00257,AG0031,SS,00257,zh,,,2018-11-18,MG,2020-04-05,DP
W0526,SS00258,AG0517,SS,00258,en,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0527,SS00259,AG0518,SS,00259,en,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0528,SS00260,AG0519,SS,00260,en,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0529,SS00261,AG0614,SS,00261,en,,,2019-02-19,LH,2020-04-05,DP
W0530,AW00058,AG0080,AW,00058,en,,,2018-02-09,OS,2020-04-05,DP
W0531,AW00079,AG0136,AW,00079,en,,,2018-02-09,OS,2020-04-05,DP
W0532,AW00080,AG0136,AW,00080,en,,,2018-02-09,OS,2020-04-05,DP
W0533,AW00081,AG0136,AW,00081,en,,,2018-02-09,OS,2020-04-05,DP
W0534,AW00082,AG0288,AW,00082,en,,,2018-03-23,MG,2020-04-05,DP
W0535,AW00083,AG0289,AW,00083,en,,,2018-03-23,MG,2020-04-05,DP
W0536,AW00084,AG0636,AW,00084,en,,,2018-03-27,MG,2020-04-05,DP
W0537,AW00085,AG0295,AW,00085,en,,,2018-04-03,MG,2020-04-05,DP
W0538,AW00086,AG0276,AW,00086,en,,,2018-03-17,WH,2020-04-05,DP
W0539,AW00087,AG0030,AW,00087,en,,,2018-03-17,WH,2020-04-05,DP
W0540,AW00088,AG0281,AW,00088,en,,,2018-04-11,WH,2020-04-05,DP
W0541,AW00089,AG0281,AW,00089,en,,,2018-04-11,WH,2020-04-05,DP
W0542,AW00090,AG0153,AW,00090,en,movie first screened in 1952 (Italy),,2018-04-25,MG,2020-04-05,DP
W0543,AW00091,AG0384,AW,00091,en,,,2018-05-31,DM,2020-04-05,DP
W0544,AW00092,AG0388,AW,00092,en,,,2018-05-31,DM,2020-04-05,DP
W0545,AW00093,AG0394,AW,00093,zh,,,2018-06-01,DM,2020-04-05,DP
W0546,AW00100,AG0344,AW,00100,en,,,2018-05-30,MG,2020-04-05,DP
W0547,AW00101,AG0344,AW,00101,en,,,2018-05-30,MG,2020-04-05,DP
W0548,AW00102,AG0363,AW,00102,en,,,2018-06-12,MG,2020-04-05,DP
W0549,AW00103,AG0366,AW,00103,en,Show tune from the 1927 musical Show boat; Lyrics by: AG0367,,2018-06-12,MG,2020-04-05,DP
W0550,AW00104,AG0372,AW,00104,en,,,2018-06-25,MG,2020-04-05,DP
W0551,AW00105,AG0428,AW,00105,en,Translated by project member.,,2018-07-09,MG,2020-04-05,DP
W0552,AW00106,AG0093,AW,00106,en,,,2018-08-03,MG,2020-04-05,DP
W0553,AW00107,AG0093,AW,00107,en,,,2018-08-03,MG,2020-04-05,DP
W0554,AW09999,AG0626,AW,09999,en,,,2018-06-21,WH,2020-04-05,DP
W0555,AW00200,AG0461,AW,00200,en,the poem was written in 1788,,2018-11-06,MG,2020-04-05,DP
W0556,AW00201,AG0238,AW,00201,fr,,,2018-11-07,MG,2020-04-05,DP
W0557,AW00108,AG0637,AW,00108,en,,,2018-11-04,WH,2020-04-05,DP
W0558,AW00109,AG0626,AW,00109,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0559,AW00110,AG0510,AW,00110,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0560,AW00111,AG0638,AW,00111,en,It was later adapted into movie and TV shows.,,2018-11-04,WH,2020-04-05,DP
W0561,AW00112,AG0639,AW,00112,en,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0562,AW00113,AG0511,AW,00113,en,Lyrics by AG0512.,,2018-11-04,WH,2020-04-05,DP
W0563,AW00114,AG0513,AW,00114,en,Lyrics by AG0514 in 1871.,,2018-11-04,WH,2020-04-05,DP
